"average_percentage_woman_salary_diff_executive_manager","average_percentage_woman_salary_diff_manager_employee","average_percentage_woman_salary_diff_employee_worker","average_percentage_man_salary_diff_executive_manager","average_percentage_man_salary_diff_manager_employee","average_percentage_man_salary_diff_employee_worker"
52.45,28.85,5.11,63.01,37.84,-2.34
